Title,Artist,pre_clean
Looking for You,Kirk_Franklin,to all my people in the struggle you think god s forgotten about you here s some pain medicine let s go  you re in your car you at the house  on you job be encouraged  boo  i ve been down so long i ve been hurt for so long there were times i thought i would never see the break of day it was hard for me to see your plan for me and i tried to believe trouble won t last always see  night after night  night after night  night after night  i pray lord don t take your joy from me and then late one night  then late one night  i read in your love letter that it s gonna get better  don t cha know that i ve been looking for you  i realized that nothing else will satisfy me i m so glad i found you now that i m changed  no one can keep me away from you oh you ve been so good to us you brought us a mighty long way that s why we love ya  when my enemies tried to come for me and they thought that my world was coming to an end all the while you knew that i would make it through i feel closer to you now than when i first began jesus you are  jesus you are  jesus you are  you are my sun right after the rain wherever you are  wherever you are  i just wanna be near you i m so glad i can hear you  don t cha know that i ve been looking for you  i realized that nothing else will satisfy me i m so glad i found you now that i m changed  no one can keep me away from you don t cha know that i ve been looking for you  i realized that nothing else will satisfy me i m so glad i found you now that i m changed  no one can keep me away from you  here we go now  here we go now don t stop now  let s go now  in the front now in the back now  let s go now  ladies    uh oh  uh uh oh  that s for the struggle  uh oh  uh uh oh  that s for the pain  uh oh  uh uh oh  that s for those dark nights  uh oh  uh uh oh  come on and sing it wit  us  ya ll   jesus you are  jesus you are  jesus you are  you are my sunlight after the rain wherever you are  wherever you are  i just wanna be near you i so glad i found you  don t cha know that i ve been looking for you  i realized that nothing else will satisfy me i m so glad i found you now that i m changed  no one can keep me away from you don t cha know that i ve been looking for you  i realized that nothing else will satisfy me i m so glad i found you now that i m changed  no one can keep me away from you  uh oh  uh uh oh  oh oh  uh oh  uh uh oh  oh oh  uh oh  uh uh oh  oh oh  uh oh  uh uh oh  oh oh 
You Are,Kirk_Franklin,jesus you are my joy within you are the shelter from the wind you are the forgiver of my sins jesus you are yeah where can i go who can i call who s there to catch me when i fall your hands they hold me through it all everything i need you are jesus you are my cornerstone you are my friend when i m alone you re the convictor when i m wrong jesus you are yeah you re the peace within my storm you are the shelter from all harm i love it when you hold me in your arms everything i need you are jesus you are my joy within you are the shelter from the wind you are the forgiver of my sins jesus you are yeah where can i go who can i call who s there to catch me when i fall your hands they hold me through it all everything i need you are  when i was sick  you are my healer thank you jesus  when i didn t had a place to stay  you are my shelter thank you jesus  when i found my self in trouble  you are my laywer thank you jesus  when my money ran out  you are my provider thank you jesus thank you jesus thank you jesus
Blessing in the Storm,Kirk_Franklin,oh ah  oh ah  oh ah oh ah  oh ah  oh ah oh ah  oh ah  oh ah oh ah  oh ah  oh ah   verse 1   when i cannot hear the sparrow sing and i cannot feel the melody there s a secret place that s full of grace there s a blessing in the storm   help me sing it there s a blessing in the storm    verse 2   when the sickness won t leave my body and the pain just won t leave my soul i get on my knees and say  jesus please  there s a blessing in the storm   help me sing it there s a blessing in the storm    verse 3   when i cannot seem to love again and the raindrops won t ever end if you just hold on  those clouds will soon be gone there s a blessing in the storm help me sing it there s a blessing in the storm  sweet sweet  the storm  sweet  repeat verse 3 
He's Able [Live],Kirk_Franklin,chorus he s able 3x  i know that he can do it he said he d help me through it  2x   verse hold on my brother your change is gonna come be strong my sister for your work is not done no just keep on believing and hold on tight he s able to give you joy in the morning light  chorus  1x   verse hold on my brother your change is gonna come be strong my sister for your work is not done just keep on believing and hold on tight he s able to give you joy in the morning light  chorus  he s able chior he s able oh yes he is chior oh yes he is he s able chior he s able oh yes he is chior oh yes he is he can do it chior he can do it oh yes can chior oh yes he can he can do it chior he can do it oh yes he can chior  oh yes he can  he s able chior he s able oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is he s able chior he s able    
When I Get There,Kirk_Franklin, verse 1   the sun will shine my heart shall sing one thought of you jesus what joy it brings my soul can t wait to see your face  and i ll bless your name jesus  when we get there   verse 2   you ll wipe my tears  you ll say well done you ll hold me close and tell me i ve overcome  and you will exchange  joy for my pain and i ll bless your name jesus when we get there   chorus   come on lets go  we ll cry no more we re gonna be just like jesus when we get there come on lets go it won t be long we re gonna be just like jesus when we get there  verse 1 repeat    verse 2 repeat    chorus repeat   no more feeling alone when all my fear is all gone you tell me it won t be long when you call my name  we shall be changed come on    repeat chorus until song ends 
Brokenhearted [Live],Kirk_Franklin,come ye broken hearted come ye weary soul there is healing water that can make you whole that  can make you whole    come bring tears of sorrow come bring years of pain there is healing water that can make you  whole that can make you whole    and it flows from the veins of jesus my savior my healer and redeemer a lover so true it has  power to heal all our sin sick diseases so come to the throne   your healing is here that can that can that  can make you whole    your healing is here forgiveness is here salvation is here acceptance is here deliverance is here  his presence is here his mercy is here his power is here joy is here   grace is here love is here that can  make you whole that can make you whole
Afterwhile,Kirk_Franklin, chorus  after a while  after a while this too shall pass after a while scars will heal  you ll love again it won t hurt you after a while it won t hurt after a while  stuck between if and when you pray and tried  but still no end god s purpose soon you ll understand it won t hurt you after a while it won t hurt you after a while   chorus   so when the pain has come to an end and now your heart is whole again help someone who needs to know that it won t hurt them after a while it won t hurt them after a while it won t hurt them after a while
Revolution,Kirk_Franklin,the book of revelations chapter 7  verses 16 and 17  yes sir  they shall hunger no more neither shall they thirst anymore  preach preacher   and god shall wipe away  yes sir  every tear from the eye  yes sir  get ready for the revolution  come on  come on  come on  come on  come on   whoaaaa o o oooooo ohhhhh do you want a revolution  whoop whoop  i said do you want a revolution  whoop whoop whoaaaaa o o whoaaaa ohhh ohhh do you want a revolution  whoop whoop come on  do you want a revolution  whoop whoop   sick and tired of my brothers  killin  each other sick and tired of daddies leavin  babies with their mothers so every man that wanna lay around and play around listen partner  you be man enough to stay around sick and tired of the church  talkin  religion but yet we talk about each other  make a decision no more racism  no   two face ism  no  no pollution  no   the solution  no  a revolution  whoaaaa o o oooooo ohhhhh listen  do you want a revolution  whoop whoop  i said  do you want a revolution  whoop whoop whoaaaaa o o whoaaaa ohhh ohhh listen  do you want a revolution  whoop whoop i said  do you want a revolution  whoop whoop   no crime  no   no dying  no  politicians lying  uh   everybody s trying to make a dollar  it makes me wanna holler the way i do my life  the way they do my life there s gonna be a brighter day all your troubles will pass away a revolution s comin   yes its comin  comin  revolution s comin   yes it s comin  a revolution s comin  comin   whoaaaa o o oooooo ohhhhh listen  listen  do you want a revolution  whoop whoop  i said  do you want a revolution  whoop whoop whoaaaaa o o whoaaaa ohhh ohhh all my people  do you want a revolution  whoop whoop i said  do you want a revolution  whoop whoop   what you feelin   what you want  son  who you callin  to  son  you know jesus is the truth  son  the second in the trinity  i know you feelin  him 500 days left  until the new millenium you hearin  him  trumpet soundin  christ  the last  the first  the first  the last  it won t pass so don t be caught slippin  brother  don t be trippin  brother  cause when i see him  i m givin it  even when we go they say we move too much  we do too much if you step against us  then you lose too much ain t no stoppin  what we doin  when the spirit is movin  don t be hatin  what im doin   i m the vessel he s usin  everywhere i be they try to judge me they try to shake me  they try to buzz me but they can t break me  cause i m down with christ darkchild and nu nation make me feel alright  where all my east coast saints at  whoop whoop  where my west coast saints at  whoop whoop  where my detroit saints at  whoop whoop  where my dallas saints at  whoop whoop  where my chi town saints at  whoop whoop  where my a t l saints at  whoop whoop  where my jersey saints at  whoop whoop  where all my towns saints at   with their hands up  up  they got their hands up  with their hands up  up  they got their hands up  with their hands up  up  they got their hands up  with their hands up  up  they got their hands up   where my dc saints at  whoop whoop  where my nashville saints at  whoop whoop  where my newsville saints at  whoop whoop  where my philly saints at  whoop whoop  where my denver saints at  whoop whoop  where my charlotte saints at  whoop whoop  where my tampa saints at  whoop whoop  where my fort worth saints at   with their hands up  up  they got their hands up  with their hands up  up  they got their hands up  with their hands up  up  they got their hands up  with their hands up  up  they got their hands up   whoaaaa o o oooooo ohhhhh do you want a revolution  whoop whoop  do you want a revolution  whoop whoop whoaaaaa o o whoaaaa ohhh ohhh do you want a revolution  whoop whoop do you want a revolution  whoop whoop 
I Am,Kirk_Franklin,to the nobodies  to the abandoned who couldn t see in the pain was a plan looking back now lord i can say thank you now let me tell you who i am  how do you do  i am a sinner born into sin and shaped in iniquity now i believe not who i was but still not what i shall be you found me and gave me your name and things i desired have changed but inside you ll see it s still broken pieces deep in me reaches for you  hello   how do you do  i am a beggar  that means i m  desperate for more i hunger for your truth see i am shattered  broken  and though i may fall still you make all things new you speak  the storm  it obeys and gone is the weight of mistakes and though i still feel you continue to heal  look close  and see  whoa   i am so far from perfect i thought life is worthless until you showed me who i am not here by mistake no luck  only grace i m on my way to who i am  not who i was   i am  forgiven and loved  i am  healed by your blood   i am  yes  thank god i am  still being changed  i am  help me say   i am  how do you do  i am a winner  it wasn t easy  i ve lost a few and life s knocked me to my knees but now i am standing  hallelujah  not by my power  but your life inside of me  just like you  i ve gone through  even through seasons and changes  no tear  no tear has ever been wasted misunderstood still it worked for my good look now and see  i am not the old me but still   i am  i am  so far from perfect i thought life is worthless until you showed me who i am  don t forget you re  not here by mistake  yes  no luck  only grace i m on my way to who i am  now called your son   i am  forgiven for what i ve done  i am  forgiven for what i ve done   i am  yes  thank god i am  sealed by your grace  i am  still here  help me say   i am  come on here i am closer  praise now is stronger stood up to fear  i think i m still here couldn t walk away  love said not today times haven t seen what god has for me the hurt and the lies  through the pain  through the night cried and i cried  but still i survived  i am so far from perfect i thought life was worthless  yes god  until you showed me who i am  i am  not here by mistake no luck  only grace i m on my way to who i am  and all of you   i am  i m in love with you  i am  here to worship you   i am  jesus  thank god i am  ready to be closer  i am  ready to go higher   i am  i am so far from perfect  so far  i thought life was worthless  yes  until you showed me who i am  but you showed me  not here by mistake  thank you  no luck  only grace  thank you  on my way towho i am  i m not ashamed  i am  look  i m not the same  i am  letting go of the pain   i am  yes lord  thank god i am  more than what you see  i am  not yet what i shall be   i am  oh thank you you didn t give up on me while i was still in the process hallelujah god that you could see what i couldn t see thank you
Let Me Touch You,Kirk_Franklin,words   music by kirk franklin  let me touch you and see if you are real even though  i know my heart your hands can heal but sometimes i get discouraged and i need your strength and shield  jesus let me touch you and see if you are real  sometimes to me you seem so far away and i wonder how to make it through the day but if i can touch the hem of your garment your power  i know  you can heal  jesus let me touch you and see if you are real  chorus when i m down let me touch you when i m lonely let me touch you when i m discouraged let me touch you like i never have before lord  i need you more and more  jesus let me touch you and see if you are real  oh  see if you are real    
Hello Fear,Kirk_Franklin,hello fear before you sit down there s something i need to explain since you re here i think i should tell you since we last talked things have changed see i m tired of being brokenhearted so i made a list and you re on it all my hopes and my dreams you took from me i want those back before you leave  hello fear i knew i would see you  you have a hard time letting go see these tears  take a good look  cause soon they won t fall anymore god s healing my hurtful places that seat that was yours now is taken i m no longer afraid  see i m better this way and one more thing before you leave  never again will i love you my heart it refuses to be your home no longer your prisoner today i remember apart from you is where i belong and never again will i trust you i m tired of fighting it s been way too long no longer your prisoner today i remember who i was and now it s gone  they re gone  hello fear da da da da da  da da da da da da da  farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long  hello grace it feels like forever  i thought my chance with you was gone see your face  it reminds me of mercy and please let me say i was wrong never knew your touch was endless how you never run dry of forgiveness didn t know how bad it was  was afraid just because sorry fear  grace took your place  never again will i love you my heart it refuses to be your home no longer your prisoner today i remember apart from you is where i belong and never again will i trust you i m tired of fighting it s been way too long no longer your prisoner today i remember who i was and now it s gone  farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long farewell  goodbye  so long  hello fear before you sit down there s something i need to explain
Listen,Kirk_Franklin,imagine me  loving what i see when the mirror looks at me  cause i  i imagine me  in a place of no insecurities  and i m finally happy  cause  i imagine me    letting go of all of the ones who hurt me   cause they never did deserve me  can you imagine me   saying no to thoughts that try to control me  remembering all you told me  lord  can you imagine me   over what my mama said  and healed from what my daddy did  and i wanna live and not read that page again    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    being strong  and not letting people break me down  you won t get that joy this time around  can you imagine me  in a world  in a world  where nobody has to live afraid   because of your love  fear s gone away  can you imagine me     letting go of my past  and glad i have another chance  and my heart will dance   cause i don t have to read that page again    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    imagine me  being free  trusting you totally  finally i can  imagine me  i admit it was hard to see  you being in love with someone like me  but finally i can  imagine me    gone  gone  it s gone  all gone
The Story of Fear,Kirk_Franklin,alright  kirk  it s on you bro  i can t sing but i am gonna work hard for you to like me didn t dream  cause if i failed then i might be what they said i was could i ever say i did it  tell ye now that i am second to admit it insecure  i can t understand the application if i applied myself  i guess there would be no situation  but who teaches who when every day s in a substitute  i try to plant love  but it never took root my soul s got weeds and the roots are too deep the roots don t sail  cause the roots are too deep wait a d d see my roots too deep a kid too afraid to close his eyes and sleep  can t you hear me stutter every time i speak   fear said hello when she left me weak loved me and left me with abandonment issues pain s a secret but it illuminates in you then it creates a menu  puts sin on your plate you don t know until later how much of it you ate now i m watchin  my weight will this album be my best one but if it s not ya ll on to the next one  so hello fear it s about time we speak  but it may take awhile  cause our roots run deep  eh man  we gotta get that one more time we had a technical difficulty in here
But the Blood,Kirk_Franklin,born alone and left to die rejected  often criticized hid behind the childhood lies everything has changed since the blood since the blood  since the blood oh  the blood  born alone and left to die rejected  often criticized hid behind the childhood lies everything has changed since the blood  falling on us  since the blood  it gave me purpose  since the blood  it says you re for us  since the blood  who can be against us   hopeless fallen from the air reaching but no hand is there screaming  quiet  no one cares i might as well have died but the blood  falling on us  but the blood  it gave me purpose  but the blood  it says you re for us  oh  the blood  who can be against us   oh  oh  the cleansing power that takes the guilt away  jesus  the lamb was sacrificed now we no longer fear the grave  yes  jesus  no more condemnation  hallelujah  the debt of man is paid  by the blood  by the blood  but for the blood by the blood  by the blood  but for the blood  now we are never alone  your  your blood  it makes us strong  now  now there is power to move on  we are  never  we are never alone  now we are never alone your blood  it makes us strong now there is power to move on never  we are never alone
Everyone Hurts,Kirk_Franklin,everyone hurts and goes through pain whatever s first  it feels the same be young or poor  old age or fame know this for sure  everyone hurts  we all feel pain  everyone hurts  everyone falls we let love in  still heartbreak calls tell me how much can my soul take we make mistakes  we hurt we need amazing grace  so we pray tonight  that you don t get weak and please pray that i  don t forget what i believe  cause these days are hard  and faith sometimes is work pray until he heals the hurt i trust god will heal the hurt  everyone hurts  we all ask why sinner or saint  everyone tries life cuts so deep  feels like your dying no cross no crown can t give up now please heal tonight  so we pray tonight  that you don t get weak and please pray that i  don t forget what i believe  cause these days are hard  and faith sometimes is work pray until he heals the hurt i trust god will heal the hurt  so tonight we cry out for the world cry out for the world  cause everyone hurts everyone goes through sorrow tonight we cry out for the world cry out for the world please heal our hearts tonight  everyone hurts but not for long that weight you bare  will make you strong your guilty stains can be erased the final price paid by his life amazing grace  so we pray tonight  that you don t get weak and please pray that i  don t forget what i believe  cause these days are hard  and faith sometimes is work pray until he heals the hurt i trust god will heal the hurt  i know he will  he ll heal the hurt i know he will  he ll heal the hurt i know he will  he ll heal the hurt i know he will  he ll heal the hurt i know he will  he ll heal the hurt i know he will  he ll heal the hurt i know he will  he ll heal the hurt  tonight we cry out for the world cry out for the world  cause everyone hurts everyone goes through sorrow  tonight we cry out for the world cry out for the world  cause everyone hurts everyone goes through sorrow  tonight we cry out for the world cry out for the world  cause everyone hurts everyone goes through sorrow
Never Alone (Interlude),Kirk_Franklin,now we are never alone  your blood it makes us strong  now there is power to move on  never  we are never alone    now we are never alone  your blood it makes us strong  now there is power to move on  never  we are never alone    never  never  we are  we are never alone
Never Alone Interlude,Kirk_Franklin,now we are never alone  your blood it makes us strong  now there is power to move on  never  we are never alone    now we are never alone  your blood it makes us strong  now there is power to move on  never  we are never alone    never  never  we are  we are never alone
The Altar,Kirk_Franklin,at the altar you can tell jesus all about it at the altar you can tell what you heart has to say  hey  hey   you can tell how you need  how you thank him and how you love him at the altar when you kneel to pray ooh yeah  so if your journey through life has been bitter sweet and the courage to dream has turned incomplete at the altar your brokenness he will meet there is joy in knowing he s near  so on this life journey  so if your journey through life has been bitter sweet and the courage to dream turned out incomplete at the altar your brokenness he will meet there s joy in knowing he s there  at the altar you can tell jesus all about it at the altar you can tell what you heart has to say  hey  hey  hey  you can tell him how you feel how you thank him and how you love him at the altar when you kneel to pray hallelujah  thank you jesus  oh jesus   down down down at the altar  at the altar  down down down at the altar down down down at the altar  down down down at the altar down down down at the altar  will you be at the alter will you be at the alter will you kneel to pray
"Something About the Name Jesus, Pt. 2",Kirk_Franklin,gather  round and let me tell you  bout jesus see this world  they don t know nothing  bout jesus you can try but there s nobody like jesus son of man  son of god  jesus  springtime  springtime  summer or fall wherever you are  you can just call the sweetest name that will never change is jesus  jesus  in the world  things have changed look around  all i see is pain and through it all one thing s the same i still believe the power of your name  your name   i was sick deep in my soul i needed someone to make me whole  make me whole  i let jesus take control you see  i m not crazy and i want you all to know  gather  round and let me tell you  bout jesus see this world  they don t know nothing  bout jesus you can try but there s nobody like jesus son of man  son of god  jesus  springtime  summer or fall wherever you are  you can just call the sweetest name that will never change is jesus  jesus  you ve given up and walked away god s not real  some people say  some people say  but when troubles come and the sky is gray everybody gets real deep now and wants to pray  but why wait  til your money s gone  lose your house  job and you re all alone call his name and it won t be long  til you feel that fire vanish  shot up in your bones  and this is what we hear through the dark and through our fears and even though the world may change it is still the sweetest name  gather  round and let me tell you  bout jesus see this world  they don t know nothing  bout jesus you can try but there s nobody like jesus son of man  son of god  jesus  springtime  summer or fall wherever you are  you can just call the sweetest name that will never change is it is the love between him and i  jesus  jesus  the wounded lamb  jesus  the angel of days  jesus  he s the great i am  jesus  born in galiland  jesus  my personal cornerstone  jesus  gone in the flesh now seated upon his throne   ain t nobody like  jesus  to home and shalom  jesus  he is my peace  jesus  to hold the child  jesus   cause he s provided for me  jesus  when i m in trouble  jesus   bout to lose my mind  jesus  i call on jesus and he steps in on time   ain t nobody like  jesus  there is a name i love to hear  jesus  soothes my doubts  jesus  calm my fear  jesus  jesus  jesus  my sovereign king  jesus  my sovereign lord and sing  my soul says  talk to me all over the world  he s my best friend my best friend in the whole wide world more than any woman  man  boy or girl bring it up  oh no no no no no no no something about it it is sweet sweeter than the honey
Today,Kirk_Franklin,hey hey hey hey  today  i m hungry and i m ready for change i run too far to still be the same see who i was i give him away today  today  no longer bound by what people say i know that i will make mistakes i thought that i refuse to stay today  i ve been waiting all my life to get to the door  and now it s time to help someone see they re alive for so much more    today we goin   help somebody heal somebody  we goin   free somebody  eh  forgive somebody  today we goin   touch somebody love somebody  we goin   kiss somebody let go of somebody  today  i see the hurt upon your face thinking how much more of this can i take in a minute i m about to break today  see the pain has purpose sole of going away there s a harvest if you ll only wait don t walk out now i need you to stay today  though you ve never felt winds blow like this before but if what you see is all you see you will miss this so much more   today we goin   help somebody  we goin   heal somebody  free somebody  hey  forgive somebody  today we goin   touch somebody love somebody  kiss somebody let go of somebody  today  eh we goin  live our lives  today  we can t waste no more time   today  we not looking back no more  today  yeah   let  let  let  let s go   hey hey hey hey  louder ya ll  hey hey hey hey  just a little bit louder ya ll  hey hey hey hey  just a little bit louder ya ll   hey hey hey hey today  oh whoa  today hey hey hey hey yeah today yeah hey hey hey hey today  yeah hey hey hey hey today  oh yeah yeah yeah hey hey hey hey today  today  i think i feel the wind  the change think i feel my last drop of rain i believe i m gonna be ok today  see today   today  i m still here because of my faith  my faith  i believe that jesus still is the way i said his name  cause i m not afraid today   help somebody heal somebody  free somebody forgive somebody  we gon   touch somebody love somebody  kiss somebody let go of somebody  today help somebody heal somebody  free somebody forgive somebody  touch somebody love somebody  kiss somebody let go of somebody  today    repeat  x8  hey hey hey hey
The Moment #1,Kirk_Franklin,sing ya all  now we are never alone your blood it makes us strong now there is power to move on never  we are never alone  once i had a heart that just wouldn t seem to heal no joy blowing through the wind you re touch i couldn t feel near my ear i heard your voice speaking comfort to my soul saying when you re weak that s when i am strong now i am so glad i know  no more loneliness no more cloudy days  no more crying in the midnight  or the fears that just won t fade  no more loneliness no more skies that all seem gray for i am resting in your blood stained hands forever and away  though i may fall i hear your call telling me that i am free  free indeed   no more loneliness no more cloudy days  no more crying in the midnight  or the fears that just won t fade  no more loneliness no more skies that all seem gray for i am resting in your blood stained hands forever and away   repeat  x2  can you help me say thank you for the blood  thank you for the blood   cause it has all power  all power  that healing power  healing power   and if it wasn t for the blood  oh help me say   wasn t for the blood  there would be no power  no  no power   no healing power  no healing power   and if it wasn t for the blood  yeah  wasn t for the blood  there would be no power  no power   no healing  healing power  no healing power   oh  we praise you for the blood  praise you for the blood  oh it gives me power  gives me power  hold me close power  hold me close power   so  we praise you for the blood  praise you for the blood  oh it gives me power  gives me power  hold me close power  hold me close power   so this is how we honor you you left your throne to make us new you became our substitute so we lift our hearts in praise for the blood   for all of us  for the blood  it gave me purpose  for the blood  you are for us  for the blood  who can be against us     all the cleansing power  all the cleansing power  it takes the guilt away the lamb we sacrificed now we no longer feel the reign no more condemnation the tannin man has paid by the blood  by the blood  by the blood  by the blood  by the blood  by the blood  by the blood  by the blood  oh oh it was the blood  blood  blood  ooh
The Moment #2,Kirk_Franklin,my savior  my king you re my protection my eyes  my direction a friend that is true my savior  my king my stronghold  my keeper my body grows weak but i find strength in you  my savior  my king my poor heart you mended i surrender my things  yes i do all the value have ended the sweetest name dear to me it will forever be clothed in majesty let eternity sing that  he was wounded for my transgressions and he was bruised for my iniquities but chastisement of our peace was upon him and by his stripes we are healed by his stripes we are healed ooh  by his stripes we are healed  oh i am healed from sin sick diseases  diseases  oh i m healed from pain and sorrow  sorrow  oh i m healed from all life s heartbreaks and heartaches oh we are  yes we are healed oh yes  yes we are  we are healed  oh yes  i am healed from sin sick diseases  diseases  oh i m healed from pain and sorrow  sorrow  i m healed from all life s heartbreaks and heartaches oh we are  yes we are healed oh we are  yes we are  we are healed  and i know it was the blood i know it was the blood i know it was the blood for me  hallelujah  and one day when i was i lost he died upon the cross and do you know it was the blood for me   by the blood  falling on us  by the blood  it gives me purpose  by the blood  you are for us  by the blood  who can be against us   standing here because the blood  all among us  what can wash away all our sins  it gives me purpose  oh by the blood by the blood  you are for us  by the blood  who can be against us    it s the blood of jesus  falling on us  the blood of jesus  it gives me purpose  the blood of jesus  you are for us  the blood of jesus  who can be against us   it s the blood of jesus  you are for us  the blood of jesus  who can be against us    now we are never alone your blood it makes us strong now there is power to move on never  we are never alone  now we are never alone your blood it makes us strong now there is power to move on never  we are never never alone your blood it makes us strong now there is power to move on never  we are never alone
He's Able,Kirk_Franklin,chorus he s able 3x  i know that he can do it he said he d help me through it  2x   verse hold on my brother your change is gonna come be strong my sister for your work is not done no just keep on believing and hold on tight he s able to give you joy in the morning light  chorus  1x   verse hold on my brother your change is gonna come be strong my sister for your work is not done just keep on believing and hold on tight he s able to give you joy in the morning light  chorus  he s able chior he s able oh yes he is chior oh yes he is he s able chior he s able oh yes he is chior oh yes he is he can do it chior he can do it oh yes can chior oh yes he can he can do it chior he can do it oh yes he can chior  oh yes he can  he s able chior he s able oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is oh yes he is chior oh yes he is he s able chior he s able    
Melodies from Heaven,Kirk_Franklin,melodies from heaven  rain down on me  rain down on me   melodies from heaven  rain down on me  rain down on me   take me in your arms and hold me close  rain down on me  rain down on me   fill me your precious holy ghost  rain down on me  rain down on me     melodies from heaven  rain down on me  rain down on me   melodies from heaven  rain down on me  rain down on me     take me in your arms and hold me close  rain down on me  rain down on me     fill me your precious holy ghost  rain down on me  rain down on me     rain   down on me   rain down on me   la la la la la on me     melodies from heaven   melodies from heaven     rain down on me  rain down on me   rain down on me  rain down on me   rain down on me  rain down on me   rain down on  me 
Jesus Paid It All,Kirk_Franklin,jesus paid it all all to him i owe sin had left a crimson stain sin had left a crimson stain sin had left a crimson stain  he washed him he washed him he washed him white as  white as snow white as snow  jesus paid it all all to him i owe sin had left a crimson stain sin had left a crimson stain sin had left a crimson stain  he washed him he washed him he washed him white as  white as snow white as snow  he washed him he washed him whiter than snow whiter than snow  he washed him he washed him whiter than snow  yeah whiter than snow  yeah  he washed him he washed him whiter than snow whiter than snow  whiter than snow whiter than snow whiter than snow whiter than snow he washed him whiter than snow  white as snow wash  
Hero,Kirk_Franklin,the heavens were silent   the earth weeped in pain   nations were trembling and hope never came   a terror filled the air   and it wouldn t go away   we needed a hero to come and save    famine and hunger    disease in the land   the hatred the killing taking lives from your hand   creation waits through the darkness we pray   tell me where is the hero to come and save    through the nails   through the thorns   from the hill to the grave  was a voice in the distance the lamb that was slain   my soul had no song and my debt i couldn t pay   when i needed a hero you came and you saved    to the homeless   the widow   the fatherless son   to the sick and the broken alone with no one   lift up you head your hope is on the way   when we needed a hero you came and you saved the day    when the curtain had closed   and it felt like the end   when your blood caught the fall and took away every sin   even though men deny   you re the only sacrifice   that loved us enough you loved us so much lord   that you gave your life see you saved my life     now i can see you i m no longer ashamed   your power i feel see our lives have exchanged   every wrong is erased  jesus   you are my hero you came and you saved the day    when the curtain had closed   and it felt like the end   when your blood caught the fall and took away every sin   even though men deny   you re the only sacrifice   that loved us enough you love us so much lord   that you gave your life see you saved my life     now i can see you i m no longer ashamed   your power i feel see our lives have exchanged   every wrong is erased  jesus   you are my hero you came and you saved  you are my hero you came and you saved  you are my hero you came and saved the day    you saved you saved the day  you saved you saved the day    you are my hero you came and you saved the day
Brighter Day [Live],Kirk_Franklin,when i close my eyes and think of you  and reminisce on all the things you do  i can t imagine my life without you  it s like paradise now i know that it s real  um   it s a mystery for someone to give their life just for me  what you did on calvary  makes me wann love you more     chorus   i never knew i could be so happy  and i never knew i d be so secure because of your love  life has brand new meaning  it s gonna be a brighter day  brighter day    never thought that i would smile again   i never thought the dark clouds would end  never thought the dark clouds would end  never thought that i could have a friend  that would keep me never leave me alone  um   jesus you re my everything  the only one that makes my heart sing  heart sing   now i know what real love means  it s everlasting  lasting      chorus     nothing can compare to the joy ya bring an ever lasting love affair  jesus my life will never will be same i found someone who truly cares     chorus 
"My Life, My Love, My All [Live]",Kirk_Franklin,my hands   were made  to worship you    my heart  my king  it beats  for you    oh lamb so true  i surrender to you  my life  i give you   my love   i give you   my all  all     your touch  your kiss  your grace   to me     is deeper than  my soul  can see    my purpose  it changed  when i called  out your name  my life  i give you   my love  i give you   my all   all      your touch   your kiss   your grace  to me    is deeper than  my soul   can see    my purpose   it changed  when i called   out your name  my life  i give you   my love  i give you    my all   my all  all      my past   my past has been erased   with just one touch from you  my clouds  my rain   my pain has changed  your blood has made me new    oh lamb   so true  i surrender to you   my life i give you   my love i give you   my all  all     and when   this world  has come  to end  and paradise  with you  begins  well done  you ll say  when i see  your face  my life  i give you   my love  i give you   my all  my all  all      my past   my past has been erased  with just one touch from you  my clouds  my rain  my pain has changed  your blood has made me new    oh lamb  oh lamb   so true  so true   i surren    i surrender  to you    oh lamb  oh lamb   so true  so true   i surren     i surrender  to you    oh lamb  oh lamb   so true  so true   i surren     i surrender  to you    my life  i give you   my love  i give you   my all     jesus you are     my life  i give you   my love  i give you   my all     jesus you are    my life  i give you   my love  i give you   my all  all 
Melodies from Heaven [Live],Kirk_Franklin,melodies from heaven  rain down on me  rain down on me   melodies from heaven  rain down on me  rain down on me   take me in your arms and hold me close  rain down on me  rain down on me   fill me your precious holy ghost  rain down on me  rain down on me     melodies from heaven  rain down on me  rain down on me   melodies from heaven  rain down on me  rain down on me     take me in your arms and hold me close  rain down on me  rain down on me     fill me your precious holy ghost  rain down on me  rain down on me     rain   down on me   rain down on me   la la la la la on me     melodies from heaven   melodies from heaven     rain down on me  rain down on me   rain down on me  rain down on me   rain down on me  rain down on me   rain down on  me 
